LEVEL,LB_CODE,LB_HAB_FR,CD_HAB,EUNIS
C,C3.63,Bancs de vase nus des rivières,5033,C3.63-Bancs de vase nus des rivières
C,C3.64,Sables et galets exondés et nus des lacs d'eau douce,5034,C3.64-Sables et galets exondés et nus des lacs d'eau douce
C,C3.65,Vases exondées nues des lacs d'eau douce,5035,C3.65-Vases exondées nues des lacs d'eau douce
C,C3.66,Plages exondées nues des eaux continentales salées et saumâtres à sédiments meubles,5036,C3.66-Plages exondées nues des eaux continentales salées et saumâtres à sédiments meubles
C,C3.7,Berges nues ou à végétation clairsemée avec des sédiments non mobiles,1687,C3.7-Berges nues ou à végétation clairsemée avec des sédiments non mobiles
C,C3.71,"Rochers, dalles et blocs des lits des cours d'eau périodiquement exondés",5037,"C3.71-Rochers, dalles et blocs des lits des cours d'eau périodiquement exondés"
C,C3.72,"Rochers, blocs rocheux, pavements des fonds lacustres périodiquement exondés",4957,"C3.72-Rochers, blocs rocheux, pavements des fonds lacustres périodiquement exondés"
C,C3.73,Zones de battement d'eau des réservoirs à substrats non mobiles,4958,C3.73-Zones de battement d'eau des réservoirs à substrats non mobiles
C,C3.8,Habitats continentaux dépendant de la bruine,1668,C3.8-Habitats continentaux dépendant de la bruine
D,D,Tourbières hautes et bas-marais,82,D-Tourbières hautes et bas-marais
D,D1,Tourbières hautes et tourbières de couverture,592,D1-Tourbières hautes et tourbières de couverture
D,D1.1,Tourbières hautes,1673,D1.1-Tourbières hautes
D,D1.11,"Tourbières hautes actives, relativement peu dégradées",4973,"D1.11-Tourbières hautes actives, relativement peu dégradées"
D,D1.111,"Buttes, bourrelets et pelouses des tourbières hautes",10984,"D1.111-Buttes, bourrelets et pelouses des tourbières hautes"
D,D1.1111,Buttes à Sphaignes colorées (bulten),17595,D1.1111-Buttes à Sphaignes colorées (bulten)
D,D1.11111,Buttes à <em>Sphagnum magellanicum</em>,20837,D1.11111-Buttes à <em>Sphagnum magellanicum</em>
D,D1.11112,Buttes à <em>Sphagnum fuscum</em>,20838,D1.11112-Buttes à <em>Sphagnum fuscum</em>
D,D1.11113,Ceintures des buttes à Sphaignes à <em>Sphagnum rubellum</em>,20839,D1.11113-Ceintures des buttes à Sphaignes à <em>Sphagnum rubellum</em>
D,D1.11114,Buttes à <em>Sphagnum rubellum</em>,20846,D1.11114-Buttes à <em>Sphagnum rubellum</em>
D,D1.11115,Buttes à <em>Sphagnum imbricatum</em>,20847,D1.11115-Buttes à <em>Sphagnum imbricatum</em>
D,D1.11116,Buttes à <em>Sphagnum papillosum</em>,20848,D1.11116-Buttes à <em>Sphagnum papillosum</em>
D,D1.11117,Buttes à <em>Sphagnum capillifolium</em>,20849,D1.11117-Buttes à <em>Sphagnum capillifolium</em>
D,D1.11118,Buttes à <em>Sphagnum angustifolium</em>,20850,D1.11118-Buttes à <em>Sphagnum angustifolium</em>
D,D1.1112,Pelouses et bases des buttes vertes à Linaigrette vaginée et Sphaignes,17577,D1.1112-Pelouses et bases des buttes vertes à Linaigrette vaginée et Sphaignes
D,D1.11122,Pelouses à <em>Eriophorum</em> et <em>Sphagnum pulchrum</em>,20841,D1.11122-Pelouses à <em>Eriophorum</em> et <em>Sphagnum pulchrum</em>
D,D1.11123,Pelouses à <em>Eriophorum</em> et <em>Sphagnum papillosum</em>,20851,D1.11123-Pelouses à <em>Eriophorum</em> et <em>Sphagnum papillosum</em>
D,D1.11124,Pelouses à <em>Eriophorum</em> et <em>Sphagnum capillifolium</em>,20852,D1.11124-Pelouses à <em>Eriophorum</em> et <em>Sphagnum capillifolium</em>
D,D1.11125,Pelouses à <em>Eriophorum</em> et <em>Sphagnum recurvum</em>,20853,D1.11125-Pelouses à <em>Eriophorum</em> et <em>Sphagnum recurvum</em>
D,D1.11127,Pelouses à <em>Eriophorum</em> et <em>Sphagnum rubellum</em>,20842,D1.11127-Pelouses à <em>Eriophorum</em> et <em>Sphagnum rubellum</em>
D,D1.1112A,Pelouses à <em>Eriophorum</em> et <em>Sphagnum magellanicum</em>,20845,D1.1112A-Pelouses à <em>Eriophorum</em> et <em>Sphagnum magellanicum</em>
D,D1.1113,Buttes à arbustes nains,17588,D1.1113-Buttes à arbustes nains
D,D1.11131,Buttes à Callune,20881,D1.11131-Buttes à Callune
D,D1.11132,Buttes arbustives à Bruyère quaternée,20882,D1.11132-Buttes arbustives à Bruyère quaternée
D,D1.11133,Buttes arbustives à Camarine,20883,D1.11133-Buttes arbustives à Camarine
D,D1.11134,Buttes arbustives à <em>Vaccinium</em>,20884,D1.11134-Buttes arbustives à <em>Vaccinium</em>
D,D1.11136,Buttes à Piment royal,20886,D1.11136-Buttes à Piment royal
D,D1.11137,Buttes à Bouleau nain,20887,D1.11137-Buttes à Bouleau nain
D,D1.1114,Communautés à Scirpe en touffe,17773,D1.1114-Communautés à Scirpe en touffe
D,D1.1115,Communautés à <em>Erica</em> et à <em>Sphagnum</em>,17774,D1.1115-Communautés à <em>Erica</em> et à <em>Sphagnum</em>
D,D1.1116,Communautés paucispécifiques à Linaigrette,17781,D1.1116-Communautés paucispécifiques à Linaigrette
D,D1.112,Cuvettes des tourbières hautes (schlenken),11275,D1.112-Cuvettes des tourbières hautes (schlenken)
D,D1.1121,Cuvettes à Sphaignes,17782,D1.1121-Cuvettes à Sphaignes
D,D1.1122,Cuvettes à fond boueux,17783,D1.1122-Cuvettes à fond boueux
D,D1.113,Suintements et rigoles des tourbières hautes,11282,D1.113-Suintements et rigoles des tourbières hautes
D,D1.1131,Suintements à Narthécie des marais,17792,D1.1131-Suintements à Narthécie des marais
D,D1.1132,Suintements à Piment royal,17793,D1.1132-Suintements à Piment royal
D,D1.12,"Tourbières hautes inactives, dégradées",5185,"D1.12-Tourbières hautes inactives, dégradées"
D,D1.121,"Tourbières hautes dégradées, inactives, envahies par <em>Molinia</em>",11284,"D1.121-Tourbières hautes dégradées, inactives, envahies par <em>Molinia</em>"
D,D1.122,Tourbières hautes drainées,11285,D1.122-Tourbières hautes drainées
D,D1.123,Tourbières hautes abandonnées,11286,D1.123-Tourbières hautes abandonnées
D,D1.13,Tourbières condensarogènes,5186,D1.13-Tourbières condensarogènes
D,D1.14,Fourrés des tourbières bombées à <em>Myrica gale</em>,5187,D1.14-Fourrés des tourbières bombées à <em>Myrica gale</em>
D,D1.15,Tourbes humides nues et gouilles des tourbières hautes,5188,D1.15-Tourbes humides nues et gouilles des tourbières hautes
D,D1.2,Tourbières de couverture,1714,D1.2-Tourbières de couverture
D,D1.24,Tourbe nue humide et chenaux tourbeux sur tourbières de couverture,5108,D1.24-Tourbe nue humide et chenaux tourbeux sur tourbières de couverture
D,D2,"Tourbières de vallée, bas-marais acides et tourbières de transition",597,"D2-Tourbières de vallée, bas-marais acides et tourbières de transition"
D,D2.1,Tourbières de vallée,1703,D2.1-Tourbières de vallée
D,D2.11,Tourbières des vallées acides,5114,D2.11-Tourbières des vallées acides
D,D2.12,Tourbières des vallées basiques et neutres,5115,D2.12-Tourbières des vallées basiques et neutres
D,D2.2,Bas-marais oligotrophes et tourbières des sources d'eau douce,1704,D2.2-Bas-marais oligotrophes et tourbières des sources d'eau douce
D,D2.21,Bas-marais à <em>Eriophorum scheuchzeri</em>,5128,D2.21-Bas-marais à <em>Eriophorum scheuchzeri</em>
D,D2.211,Ceintures lacustres alpidiques à Linaigrette,11205,D2.211-Ceintures lacustres alpidiques à Linaigrette
D,D2.22,"Bas-marais à <em>Carex nigra</em>, <em>Carex canescens</em> et <em>Carex echinata</em>",5131,"D2.22-Bas-marais à <em>Carex nigra</em>, <em>Carex canescens</em> et <em>Carex echinata</em>"
D,D2.221,"Bas-marais périalpins à Laîche noire, Laîche blanchâtre, Laîche étoilée et Laîche des tourbières",11207,"D2.221-Bas-marais périalpins à Laîche noire, Laîche blanchâtre, Laîche étoilée et Laîche des tourbières"
D,D2.2211,Bas-marais subalpins à Laîche noire,17758,D2.2211-Bas-marais subalpins à Laîche noire
D,D2.222,"Bas-marais subatlantiques à Laîche vulgaire, Laîche blanchâtre et Laîche étoilée",11223,"D2.222-Bas-marais subatlantiques à Laîche vulgaire, Laîche blanchâtre et Laîche étoilée"
D,D2.2221,Bas-marais acides subatlantiques à <em>Carex</em>,17760,D2.2221-Bas-marais acides subatlantiques à <em>Carex</em>
D,D2.2222,Bas-marais acides subatlantiques à <em>Carex</em> et <em>Juncus</em>,17761,D2.2222-Bas-marais acides subatlantiques à <em>Carex</em> et <em>Juncus</em>
D,D2.2223,Bas-marais subatlantiques à <em>Carex</em> et <em>Sphagnum</em>,17762,D2.2223-Bas-marais subatlantiques à <em>Carex</em> et <em>Sphagnum</em>
D,D2.2224,"Bas-marais subatlantiques à <em>Carex</em>, <em>Juncus</em> et <em>Sphagnum</em>",17763,"D2.2224-Bas-marais subatlantiques à <em>Carex</em>, <em>Juncus</em> et <em>Sphagnum</em>"
D,D2.2225,Bas-marais subatlantiques à <em>Agrostis</em> et <em>Sphagnum</em>,17764,D2.2225-Bas-marais subatlantiques à <em>Agrostis</em> et <em>Sphagnum</em>
D,D2.224,Bas-marais acides pyrénéens à Laîche noire,11240,D2.224-Bas-marais acides pyrénéens à Laîche noire
D,D2.24,Pozzines (dépressions humides entourant les lacs glaciaires) à <em>Carex intricata</em>,5163,D2.24-Pozzines (dépressions humides entourant les lacs glaciaires) à <em>Carex intricata</em>
D,D2.242,Pozzines à <em>Carex intricata</em> de Corse,11252,D2.242-Pozzines à <em>Carex intricata</em> de Corse
D,D2.25,Bas-marais acides à <em>Trichophorum cespitosum</em> et <em>Narthecium ossifragum</em>,5170,D2.25-Bas-marais acides à <em>Trichophorum cespitosum</em> et <em>Narthecium ossifragum</em>
D,D2.251,Bas-marais acides périalpins à Scirpe en touffe,11254,D2.251-Bas-marais acides périalpins à Scirpe en touffe
D,D2.252,Bas-marais acides pyrénéens à Scirpe en touffe et à Narthécie des marais,11255,D2.252-Bas-marais acides pyrénéens à Scirpe en touffe et à Narthécie des marais
D,D2.254,Bas-marais acides médio-européens à Scirpe en touffe et à Narthécie des marais,11257,D2.254-Bas-marais acides médio-européens à Scirpe en touffe et à Narthécie des marais
D,D2.255,Bas-marais corses à Scirpe en touffe,11258,D2.255-Bas-marais corses à Scirpe en touffe
D,D2.26,Bas-marais à <em>Eriophorum angustifolium</em>,5177,D2.26-Bas-marais à <em>Eriophorum angustifolium</em>
D,D2.27,Bas-marais acides dunaires à Laîches,5178,D2.27-Bas-marais acides dunaires à Laîches
D,D2.2A,Fourrés sur bas-marais acides à <em>Myrica gale</em>,5189,D2.2A-Fourrés sur bas-marais acides à <em>Myrica gale</em>
D,D2.2C,Bas-marais des sources d'eau douce,5191,D2.2C-Bas-marais des sources d'eau douce
D,D2.2C1,Communautés bryophytiques des sources d'eau douce,11287,D2.2C1-Communautés bryophytiques des sources d'eau douce
D,D2.2C11,Communautés bryophytiques des sources d'eau douce montagnardes,17795,D2.2C11-Communautés bryophytiques des sources d'eau douce montagnardes
D,D2.2C12,Sources à <em>Philonotis</em> et à <em>Saxifraga stellaris</em>,17796,D2.2C12-Sources à <em>Philonotis</em> et à <em>Saxifraga stellaris</em>
D,D2.2C13,Sources à <em>Pohlia</em>,17797,D2.2C13-Sources à <em>Pohlia</em>
D,D2.2C14,Sources boréo-alpines d'eau douce à Hépatiques,17798,D2.2C14-Sources boréo-alpines d'eau douce à Hépatiques
D,D2.2C17,Sources d'eau douce à lichens,17801,D2.2C17-Sources d'eau douce à lichens
D,D2.2C2,Sources à Cardamine,11163,D2.2C2-Sources à Cardamine
D,D2.2C3,Bas-marais oroméditerranéens des sources d'eau douce,11164,D2.2C3-Bas-marais oroméditerranéens des sources d'eau douce
D,D2.3,Tourbières de transition et tourbières tremblantes,1700,D2.3-Tourbières de transition et tourbières tremblantes
D,D2.31,Gazons à <em>Carex lasiocarpa</em>,5100,D2.31-Gazons à <em>Carex lasiocarpa</em>
D,D2.311,Gazons à Laîche filiforme et mousses brunes,11267,D2.311-Gazons à Laîche filiforme et mousses brunes
D,D2.312,Gazons à Laîche filiforme et Sphaignes,11268,D2.312-Gazons à Laîche filiforme et Sphaignes
D,D2.313,"Gazons à Laîche filiforme, mousses brunes et Sphaignes",11269,"D2.313-Gazons à Laîche filiforme, mousses brunes et Sphaignes"
D,D2.32,Tourbières tremblantes à <em>Carex diandra</em>,5182,D2.32-Tourbières tremblantes à <em>Carex diandra</em>
D,D2.33,Tourbières tremblantes à <em>Carex rostrata</em>,5183,D2.33-Tourbières tremblantes à <em>Carex rostrata</em>
D,D2.331,Tourbières tremblantes acidoclines à Laîche à bec,11273,D2.331-Tourbières tremblantes acidoclines à Laîche à bec
D,D2.332,Tourbières tremblantes basiclines à Laîche à bec,11274,D2.332-Tourbières tremblantes basiclines à Laîche à bec
D,D2.3321,Tourbières tremblantes basiclines à Laîche à bec et Sphaignes,17787,D2.3321-Tourbières tremblantes basiclines à Laîche à bec et Sphaignes
D,D2.3322,Tourbières tremblantes à Laîche à bec et mousses brunes,17788,D2.3322-Tourbières tremblantes à Laîche à bec et mousses brunes
D,D2.34,Gazons à <em>Carex limosa</em>,5184,D2.34-Gazons à <em>Carex limosa</em>
D,D2.341,Gazons à Laîche des bourbiers et mousses brunes,11277,D2.341-Gazons à Laîche des bourbiers et mousses brunes
D,D2.342,Gazons à Laîche des bourbiers et Sphaignes,11288,D2.342-Gazons à Laîche des bourbiers et Sphaignes
D,D2.35,Gazons à <em>Carex chordorrhiza</em>,5192,D2.35-Gazons à <em>Carex chordorrhiza</em>
D,D2.36,Gazons à <em>Carex heleonastes</em>,5193,D2.36-Gazons à <em>Carex heleonastes</em>
D,D2.37,Tourbières tremblantes à <em>Rhynchospora alba</em>,5197,D2.37-Tourbières tremblantes à <em>Rhynchospora alba</em>
D,D2.38,Radeaux de <em>Sphagnum</em> et d'<em>Eriophorum</em>,5198,D2.38-Radeaux de <em>Sphagnum</em> et d'<em>Eriophorum</em>
D,D2.39,Radeaux de <em>Menyanthes trifoliata</em> et de <em>Potentilla palustris</em>,5101,D2.39-Radeaux de <em>Menyanthes trifoliata</em> et de <em>Potentilla palustris</em>
D,D2.391,Radeaux boréonémoraux de Trèfle d'eau et Comaret,11165,D2.391-Radeaux boréonémoraux de Trèfle d'eau et Comaret
D,D2.3A,Tourbières à <em>Calla palustris</em>,5105,D2.3A-Tourbières à <em>Calla palustris</em>
D,D2.3B,Tapis de mousses brunes,5109,D2.3B-Tapis de mousses brunes
D,D2.3C,Tourbières tremblantes à <em>Eriophorum vaginatum</em>,5110,D2.3C-Tourbières tremblantes à <em>Eriophorum vaginatum</em>
D,D2.3D,Tourbières tremblantes à <em>Molinia caerulea</em>,5111,D2.3D-Tourbières tremblantes à <em>Molinia caerulea</em>
D,D2.3E,Tourbières tremblantes à <em>Calamagrostis stricta</em>,5116,D2.3E-Tourbières tremblantes à <em>Calamagrostis stricta</em>
D,D2.3F,Tourbières tremblantes à <em>Scirpus hudsonianus</em> (<em>Trichophorum alpinum</em>),5117,D2.3F-Tourbières tremblantes à <em>Scirpus hudsonianus</em> (<em>Trichophorum alpinum</em>)
D,D2.3H,"Communautés des tourbes et des sables humides, ouverts et acides, avec <em>Rhynchospora alba</em> et <em>Drosera</em>",5119,"D2.3H-Communautés des tourbes et des sables humides, ouverts et acides, avec <em>Rhynchospora alba</em> et <em>Drosera</em>"
D,D2.3H1,Communautés des tourbes nues de la zone némorale,11193,D2.3H1-Communautés des tourbes nues de la zone némorale
D,D4,Bas-marais riches en bases et tourbières des sources calcaires,599,D4-Bas-marais riches en bases et tourbières des sources calcaires
D,D4.1,"Bas-marais riches en bases, y compris les bas-marais eutrophes à hautes herbes, suintements et ruissellements calcaires",1712,"D4.1-Bas-marais riches en bases, y compris les bas-marais eutrophes à hautes herbes, suintements et ruissellements calcaires"
D,D4.11,Bas-marais à <em>Schoenus nigricans</em>,5164,D4.11-Bas-marais à <em>Schoenus nigricans</em>
D,D4.112,Bas-marais germano-français à Choin noirâtre,11244,D4.112-Bas-marais germano-français à Choin noirâtre
D,D4.113,Bas-marais centro-européens à Choin noirâtre,11245,D4.113-Bas-marais centro-européens à Choin noirâtre
D,D4.12,Bas-marais à <em>Schoenus ferrugineus</em>,5171,D4.12-Bas-marais à <em>Schoenus ferrugineus</em>
D,D4.121,Bas-marais périalpins à Choin ferrugineux,11261,D4.121-Bas-marais périalpins à Choin ferrugineux
D,D4.13,Bas-marais subcontinentaux à <em>Carex davalliana</em>,5106,D4.13-Bas-marais subcontinentaux à <em>Carex davalliana</em>
D,D4.131,Bas-marais périalpins à Laîche de Davall,11187,D4.131-Bas-marais périalpins à Laîche de Davall
D,D4.132,Bas-marais à Laîche de Davall et Scirpe en touffe,11188,D4.132-Bas-marais à Laîche de Davall et Scirpe en touffe
D,D4.135,Bas-marais septentrionaux à Laîche de Davall,11191,D4.135-Bas-marais septentrionaux à Laîche de Davall
D,D4.14,Bas-marais pyrénéens à <em>Carex davalliana</em>,5120,D4.14-Bas-marais pyrénéens à <em>Carex davalliana</em>
D,D4.15,"Bas-marais à <em>Carex dioica</em>, <em>Carex pulicaris</em> et <em>Carex flava</em>",5121,"D4.15-Bas-marais à <em>Carex dioica</em>, <em>Carex pulicaris</em> et <em>Carex flava</em>"
D,D4.153,Bas-marais médio-européens à Laîche jaune,11210,D4.153-Bas-marais médio-européens à Laîche jaune
D,D4.16,Bas-marais alcalins à <em>Carex nigra</em>,5135,D4.16-Bas-marais alcalins à <em>Carex nigra</em>
D,D4.161,Bas-marais alcalins médio-européens à Laîche noire,11221,D4.161-Bas-marais alcalins médio-européens à Laîche noire
D,D4.18,Bas-marais à <em>Carex frigida</em>,5150,D4.18-Bas-marais à <em>Carex frigida</em>
D,D4.1A,Bas-marais à <em>Eleocharis quinqueflora</em>,5152,D4.1A-Bas-marais à <em>Eleocharis quinqueflora</em>
D,D4.1C,Bas-marais alcalins à <em>Carex rostrata</em>,5157,D4.1C-Bas-marais alcalins à <em>Carex rostrata</em>
D,D4.1D,Bas-marais alcalins à <em>Scirpus hudsonianus</em> (<em>Trichophorum alpinum</em>),5158,D4.1D-Bas-marais alcalins à <em>Scirpus hudsonianus</em> (<em>Trichophorum alpinum</em>)
D,D4.1E,Bas-marais alcalins à <em>Trichophorum cespitosum</em>,5165,D4.1E-Bas-marais alcalins à <em>Trichophorum cespitosum</em>
D,D4.1F,Bas-marais médio-européens à <em>Blysmus compressus</em>,5166,D4.1F-Bas-marais médio-européens à <em>Blysmus compressus</em>
D,D4.1G,Bas-marais alcalins à petites herbes,5167,D4.1G-Bas-marais alcalins à petites herbes
D,D4.1H,Bas-marais calcaires dunaires à <em>Juncus</em>,5168,D4.1H-Bas-marais calcaires dunaires à <em>Juncus</em>
D,D4.1I,Bas-marais à hautes herbes,5172,D4.1I-Bas-marais à hautes herbes
D,D4.1M,Fourrés sur bas-marais alcalins à <em>Myrica gale</em>,5176,D4.1M-Fourrés sur bas-marais alcalins à <em>Myrica gale</em>
D,D4.1N,Tourbières de sources à eau dure,5180,D4.1N-Tourbières de sources à eau dure
D,D4.1N1,Tourbières de sources calcaires médio-européennes,11270,D4.1N1-Tourbières de sources calcaires médio-européennes
