LEVEL,LB_CODE,LB_HAB_FR,CD_HAB,EUNIS
A,A3.2141,Forêt de <em>Laminaria hyperborea</em> et algues rouges foliacées sur roche de l'infralittoral supérieur modérément exposée,17515,A3.2141-Forêt de <em>Laminaria hyperborea</em> et algues rouges foliacées sur roche de l'infralittoral supérieur modérément exposée
A,A3.2142,Zone clairsemée de <em>Laminaria hyperborea</em> et algues rouges foliacées sur roche de l'infralittoral inférieur modérément exposée,17516,A3.2142-Zone clairsemée de <em>Laminaria hyperborea</em> et algues rouges foliacées sur roche de l'infralittoral inférieur modérément exposée
A,A3.2143,Forêt de <em>Laminaria hyperborea</em> broutée et encroûtements de corallinales sur roche de l'infralittoral supérieur,17517,A3.2143-Forêt de <em>Laminaria hyperborea</em> broutée et encroûtements de corallinales sur roche de l'infralittoral supérieur
A,A3.2144,Zone clairsemée de <em>Laminaria hyperborea</em> broutée et encroûtements de corallinales sur roche de l'infralittoral inférieur,17521,A3.2144-Zone clairsemée de <em>Laminaria hyperborea</em> broutée et encroûtements de corallinales sur roche de l'infralittoral inférieur
A,A3.2145,<em>Sabellaria spinulosa</em> avec laminaires et algues rouges sur roche infralittorale soumise à l'action du sable,17523,A3.2145-<em>Sabellaria spinulosa</em> avec laminaires et algues rouges sur roche infralittorale soumise à l'action du sable
A,A3.215,Algues rouges foliacées denses sur roche infralittorale envasée modérément exposée,10755,A3.215-Algues rouges foliacées denses sur roche infralittorale envasée modérément exposée
A,A3.216,<em>Laminaria hyperborea</em> sur paroi rocheuse verticale modérément exposée,10756,A3.216-<em>Laminaria hyperborea</em> sur paroi rocheuse verticale modérément exposée
A,A3.217,<em>Hiatella arctica</em> et algues sur paroi verticale de calcaire ou de craie,10764,A3.217-<em>Hiatella arctica</em> et algues sur paroi verticale de calcaire ou de craie
A,A3.22,Biocénoses à laminaires et algues en milieu abrité soumis aux courants de marée,4768,A3.22-Biocénoses à laminaires et algues en milieu abrité soumis aux courants de marée
A,A3.221,"<em>Laminaria digitata</em>, ascidies et bryozoaires sur roche de la frange infralittorale inférieure soumise aux courants de marée",10783,"A3.221-<em>Laminaria digitata</em>, ascidies et bryozoaires sur roche de la frange infralittorale inférieure soumise aux courants de marée"
A,A3.222,"Laminaires mixtes avec des algues rouges foliacées, des éponges et des ascidies sur roche abritée infralittorale soumise aux courants de marée",10787,"A3.222-Laminaires mixtes avec des algues rouges foliacées, des éponges et des ascidies sur roche abritée infralittorale soumise aux courants de marée"
A,A3.223,"Laminaires mixtes et algues rouges sur blocs, galets et gravier infralittoraux soumis à de très forts courants de marées",10790,"A3.223-Laminaires mixtes et algues rouges sur blocs, galets et gravier infralittoraux soumis à de très forts courants de marées"
A,A3.224,<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) avec algues rouges foliacées et ascidies sur roche infralittorale abritée soumise aux courants de marée,10791,A3.224-<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) avec algues rouges foliacées et ascidies sur roche infralittorale abritée soumise aux courants de marée
A,A3.225,"Algues rouges filamenteuses, éponges et <em>Balanus crenatus</em> sur roche infralittorale soumise aux courants de marée en milieu à salinité variable",10792,"A3.225-Algues rouges filamenteuses, éponges et <em>Balanus crenatus</em> sur roche infralittorale soumise aux courants de marée en milieu à salinité variable"
A,A3.226,Roche infralittorale modérément exposée à <em>Halopteris filicina</em> et corallinacées encroûtantes,10793,A3.226-Roche infralittorale modérément exposée à <em>Halopteris filicina</em> et corallinacées encroûtantes
A,A3.23,Biocénoses méditerranéennes et pontiques des algues infralittorales modérément exposées à l'action des vagues,4775,A3.23-Biocénoses méditerranéennes et pontiques des algues infralittorales modérément exposées à l'action des vagues
A,A3.231,Association à <em>Codium vermilara</em> et <em>Rhodymenia ardissonei</em>,10794,A3.231-Association à <em>Codium vermilara</em> et <em>Rhodymenia ardissonei</em>
A,A3.232,Association à <em>Dasycladus vermicularis</em>,10795,A3.232-Association à <em>Dasycladus vermicularis</em>
A,A3.233,Association à <em>Alsidium helminthochorton</em>,10796,A3.233-Association à <em>Alsidium helminthochorton</em>
A,A3.235,Association à <em>Gelidium spinosum</em> v. <em>hystrix</em>,10798,A3.235-Association à <em>Gelidium spinosum</em> v. <em>hystrix</em>
A,A3.236,Association à <em>Lobophora variegata</em>,10695,A3.236-Association à <em>Lobophora variegata</em>
A,A3.237,Association méditerranéenne et pontique à <em>Ceramium virgatum</em> (anciennement <em>Ceramium rubrum</em>),10696,A3.237-Association méditerranéenne et pontique à <em>Ceramium virgatum</em> (anciennement <em>Ceramium rubrum</em>)
A,A3.238,Faciès à <em>Cladocora caespitosa</em>,10697,A3.238-Faciès à <em>Cladocora caespitosa</em>
A,A3.239,Association à <em>Cystoseira brachycarpa</em>,10698,A3.239-Association à <em>Cystoseira brachycarpa</em>
A,A3.23A,Association méditerranéenne et pontique à <em>Cystoseira crinita</em>,10699,A3.23A-Association méditerranéenne et pontique à <em>Cystoseira crinita</em>
A,A3.23B,Association à <em>Cystoseira crinitophylla</em>,10700,A3.23B-Association à <em>Cystoseira crinitophylla</em>
A,A3.23C,Association à <em>Cystoseira sauvageauana</em>,10701,A3.23C-Association à <em>Cystoseira sauvageauana</em>
A,A3.23D,Association à <em>Cystoseira spinosa</em>,10702,A3.23D-Association à <em>Cystoseira spinosa</em>
A,A3.23E,Association à <em>Sargassum vulgare</em>,10703,A3.23E-Association à <em>Sargassum vulgare</em>
A,A3.23F,Association à <em>Dictyopteris polypodioides</em>,10704,A3.23F-Association à <em>Dictyopteris polypodioides</em>
A,A3.23G,Association à <em>Colpomenia sinuosa</em>,10705,A3.23G-Association à <em>Colpomenia sinuosa</em>
A,A3.23H,Association à <em>Rhodymenia ardissonei</em> et <em>Rhodophyllis divaricata</em>,10706,A3.23H-Association à <em>Rhodymenia ardissonei</em> et <em>Rhodophyllis divaricata</em>
A,A3.23I,Faciès à <em>Astroides calycularis</em>,10707,A3.23I-Faciès à <em>Astroides calycularis</em>
A,A3.23J,Association à <em>Flabellia petiolata</em> et <em>Peyssonnelia squamaria</em>,10708,A3.23J-Association à <em>Flabellia petiolata</em> et <em>Peyssonnelia squamaria</em>
A,A3.23K,Association à <em>Halymenia floresii</em> et <em>Halarachnion ligulatum</em>,10709,A3.23K-Association à <em>Halymenia floresii</em> et <em>Halarachnion ligulatum</em>
A,A3.23L,Association à <em>Peyssonnelia rubra</em> et <em>Peyssonnelia</em> spp.,10710,A3.23L-Association à <em>Peyssonnelia rubra</em> et <em>Peyssonnelia</em> spp.
A,A3.24,Biocénoses faunistiques sur roche infralittorale sous hydrodynamisme modéré,4756,A3.24-Biocénoses faunistiques sur roche infralittorale sous hydrodynamisme modéré
A,A3.3,Roche infralittorale de l'Atlantique et de la Méditerranée sous faible hydrodynamisme,1618,A3.3-Roche infralittorale de l'Atlantique et de la Méditerranée sous faible hydrodynamisme
A,A3.31,Laminaires envasées sur roche infralittorale sous faible hydrodynamisme en milieu marin,4769,A3.31-Laminaires envasées sur roche infralittorale sous faible hydrodynamisme en milieu marin
A,A3.311,Forêt mixte de <em>Laminaria hyperborea</em> et <em>Laminaria ochroleuca</em> sur roche infralittorale modérément exposée ou abritée,10784,A3.311-Forêt mixte de <em>Laminaria hyperborea</em> et <em>Laminaria ochroleuca</em> sur roche infralittorale modérément exposée ou abritée
A,A3.312,Population mixte de <em>Laminaria hyperborea</em> et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche infralittorale abritée,10788,A3.312-Population mixte de <em>Laminaria hyperborea</em> et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche infralittorale abritée
A,A3.3121,Forêt mixte de <em>Laminaria hyperborea</em> et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche abritée de l'infralittoral supérieur,17528,A3.3121-Forêt mixte de <em>Laminaria hyperborea</em> et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche abritée de l'infralittoral supérieur
A,A3.3122,Zone clairsemée mixte de <em>Laminaria hyperborea</em> et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche abritée de l'infralittoral inférieur,17531,A3.3122-Zone clairsemée mixte de <em>Laminaria hyperborea</em> et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche abritée de l'infralittoral inférieur
A,A3.3123,Population mixte broutée de <em>Laminaria hyperborea</em> et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche infralittorale abritée,17504,A3.3123-Population mixte broutée de <em>Laminaria hyperborea</em> et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche infralittorale abritée
A,A3.313,<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche infralittorale très abritée,10715,A3.313-<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche infralittorale très abritée
A,A3.3131,<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) et <em>Laminaria digitata</em> sur roche abritée de la frange infralittorale inférieure,17507,A3.3131-<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) et <em>Laminaria digitata</em> sur roche abritée de la frange infralittorale inférieure
A,A3.3132,Forêt de <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche très abritée de l'infralittoral supérieur,17509,A3.3132-Forêt de <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche très abritée de l'infralittoral supérieur
A,A3.3133,Zone clairsemée de <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche très abritée de l'infralittoral supérieur,17512,A3.3133-Zone clairsemée de <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) sur roche très abritée de l'infralittoral supérieur
A,A3.3134,"<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) broutée, avec <em>Echinus</em>, ophiures et croûtes de corallinales, sur roche infralittorale abritée",17513,"A3.3134-<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) broutée, avec <em>Echinus</em>, ophiures et croûtes de corallinales, sur roche infralittorale abritée"
A,A3.314,"<em>Laminaria hyperborea</em> envasée, à frondes en forme de cape, sur roche infralittorale très abritée",10726,"A3.314-<em>Laminaria hyperborea</em> envasée, à frondes en forme de cape, sur roche infralittorale très abritée"
A,A3.315,<em>Sargassum muticum</em> sur substrat hétérogène infralittoral peu profond soumis à de faibles courants de marée,10728,A3.315-<em>Sargassum muticum</em> sur substrat hétérogène infralittoral peu profond soumis à de faibles courants de marée
A,A3.32,Laminaires sur roche infralittorale sous faible hydrodynamisme en milieu à salinité variable,4758,A3.32-Laminaires sur roche infralittorale sous faible hydrodynamisme en milieu à salinité variable
A,A3.321,"<em>Codium</em> spp. avec algues rouges et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) clairsemée sur roche infralittorale très envasée, très abritée et peu profonde",10732,"A3.321-<em>Codium</em> spp. avec algues rouges et <em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) clairsemée sur roche infralittorale très envasée, très abritée et peu profonde"
A,A3.322,"<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) et <em>Psammechinus miliaris</em> sur roche infralittorale broutée, en milieu à salinité variable",10736,"A3.322-<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) et <em>Psammechinus miliaris</em> sur roche infralittorale broutée, en milieu à salinité variable"
A,A3.323,<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) avec <em>Phyllophora</em> spp. et algues vertes filamenteuses sur roche infralittorale en milieu à salinité variable ou réduite,10737,A3.323-<em>Saccharina latissima</em> (anciennement <em>Laminaria saccharina</em>) avec <em>Phyllophora</em> spp. et algues vertes filamenteuses sur roche infralittorale en milieu à salinité variable ou réduite
A,A3.33,"Fucales, algues vertes ou rouges submergées sur roche infralittorale de la Méditerranée en milieu marin",4759,"A3.33-Fucales, algues vertes ou rouges submergées sur roche infralittorale de la Méditerranée en milieu marin"
A,A3.331,Association à <em>Stypocaulon scoparium</em> (= <em>Halopteris scoparia</em>),10738,A3.331-Association à <em>Stypocaulon scoparium</em> (= <em>Halopteris scoparia</em>)
A,A3.333,Association à <em>Cystoseira compressa</em>,10740,A3.333-Association à <em>Cystoseira compressa</em>
A,A3.335,Faciès à grands Hydrozoaires,10742,A3.335-Faciès à grands Hydrozoaires
A,A3.336,Association à <em>Pterothamnion crispum</em> et <em>Compsothamnion thuyoides</em>,10743,A3.336-Association à <em>Pterothamnion crispum</em> et <em>Compsothamnion thuyoides</em>
A,A3.34,"Fucales, algues vertes ou algues rouges submergées sur roche infralittorale en milieu à faible salinité",4763,"A3.34-Fucales, algues vertes ou algues rouges submergées sur roche infralittorale en milieu à faible salinité"
A,A3.341,"Population mixte de fucales, <em>Chorda filum</em> et algues vertes sur roche infralittorale en milieu à salinité réduite",10751,"A3.341-Population mixte de fucales, <em>Chorda filum</em> et algues vertes sur roche infralittorale en milieu à salinité réduite"
A,A3.342,"<em>Ascophyllum nodosum</em>, éponges et ascidies épiphytiques sur roche infralittorale en milieu à salinité variable",10752,"A3.342-<em>Ascophyllum nodosum</em>, éponges et ascidies épiphytiques sur roche infralittorale en milieu à salinité variable"
A,A3.343,<em>Polyides rotundus</em> et/ou <em>Furcellaria lumbricalis</em> sur roche infralittorale en milieu à salinité réduite,10757,A3.343-<em>Polyides rotundus</em> et/ou <em>Furcellaria lumbricalis</em> sur roche infralittorale en milieu à salinité réduite
A,A3.344,<em>Fucus ceranoides</em> et <em>Ulva</em> (anciennement <em>Enteromorpha</em>) spp. sur roche infralittorale en milieu à faible salinité,10758,A3.344-<em>Fucus ceranoides</em> et <em>Ulva</em> (anciennement <em>Enteromorpha</em>) spp. sur roche infralittorale en milieu à faible salinité
A,A3.345,"<em>Codium elisabethae</em>, <em>Halopteris filicina</em> et corallinacées encroûtantes sur roche infralittorale abritée",10759,"A3.345-<em>Codium elisabethae</em>, <em>Halopteris filicina</em> et corallinacées encroûtantes sur roche infralittorale abritée"
A,A3.35,Biocénoses animales sur roche infralittorale sous faible hydrodynamisme,4765,A3.35-Biocénoses animales sur roche infralittorale sous faible hydrodynamisme
A,A3.36,Biocénoses animales sur roche infralittorale en milieu à salinité variable ou réduite,4766,A3.36-Biocénoses animales sur roche infralittorale en milieu à salinité variable ou réduite
A,A3.361,Moulières à <em>Mytilus edulis</em> sur roche infralittorale en milieu à salinité réduite,10716,A3.361-Moulières à <em>Mytilus edulis</em> sur roche infralittorale en milieu à salinité réduite
A,A3.362,<em>Cordylophora caspia</em> et <em>Einhornia crustulenta</em> (anciennement <em>Electra crustulenta</em>) sur roche infralittorale en milieu à salinité réduite,10717,A3.362-<em>Cordylophora caspia</em> et <em>Einhornia crustulenta</em> (anciennement <em>Electra crustulenta</em>) sur roche infralittorale en milieu à salinité réduite
A,A3.363,<em>Hartlaubella gelatinosa</em> et <em>Conopeum reticulum</em> sur substrat hétérogène infralittoral en milieu à faible salinité,10718,A3.363-<em>Hartlaubella gelatinosa</em> et <em>Conopeum reticulum</em> sur substrat hétérogène infralittoral en milieu à faible salinité
A,A3.7,Habitats particuliers rocheux infralittoraux,1616,A3.7-Habitats particuliers rocheux infralittoraux
A,A3.71,Faune recouvrante et encroûtante robuste dans des ravins creusés par les vagues ainsi que dans des grottes,4757,A3.71-Faune recouvrante et encroûtante robuste dans des ravins creusés par les vagues ainsi que dans des grottes
A,A3.711,Algues foliacées et encroûtements de corallinales à l'entrée de ravins creusés par les vagues,10722,A3.711-Algues foliacées et encroûtements de corallinales à l'entrée de ravins creusés par les vagues
A,A3.712,"Anémones, dont <em>Corynactis viridis</em>, éponges encroûtantes et ascidies coloniales sur paroi rocheuse verticale infralittorale très exposée ou battue par les vagues",10723,"A3.712-Anémones, dont <em>Corynactis viridis</em>, éponges encroûtantes et ascidies coloniales sur paroi rocheuse verticale infralittorale très exposée ou battue par les vagues"
A,A3.713,"Éponges encroûtantes et ascidies coloniales, avec <em>Dendrodoa grossularia</em> ou balanes, sur roche infralittorale battue par les vagues",10727,"A3.713-Éponges encroûtantes et ascidies coloniales, avec <em>Dendrodoa grossularia</em> ou balanes, sur roche infralittorale battue par les vagues"
A,A3.714,<em>Dendrodoa grossularia</em> et <em>Clathrina coriacea</em> sur paroi rocheuse infralittorale verticale battue par les vagues,10729,A3.714-<em>Dendrodoa grossularia</em> et <em>Clathrina coriacea</em> sur paroi rocheuse infralittorale verticale battue par les vagues
A,A3.715,Éponges encroûtantes sur parois de grottes ou de ravins infralittoraux extrêmement battus par les vagues,10733,A3.715-Éponges encroûtantes sur parois de grottes ou de ravins infralittoraux extrêmement battus par les vagues
A,A3.716,Encroûtements de corallinales dans des ravins creusés par les vagues et sur roche infralittorale abrasée par le sable,10734,A3.716-Encroûtements de corallinales dans des ravins creusés par les vagues et sur roche infralittorale abrasée par le sable
A,A3.7161,<em>Balanus crenatus</em> et/ou <em>Spirobranchus triqueter</em> (anciennement <em>Pomatoceros triqueter</em>) avec polychètes spirorbidés et encroûtements de corallinales sur paroi rocheuse verticale infralittorale fortement abrasée par le sable,17518,A3.7161-<em>Balanus crenatus</em> et/ou <em>Spirobranchus triqueter</em> (anciennement <em>Pomatoceros triqueter</em>) avec polychètes spirorbidés et encroûtements de corallinales sur paroi rocheuse verticale infralittorale fortement abrasée par le sable
A,A3.7162,Encroûtements de corallinales et crustacés sur blocs ou galets mobiles dans des ravins creusés par les vagues,17519,A3.7162-Encroûtements de corallinales et crustacés sur blocs ou galets mobiles dans des ravins creusés par les vagues
A,A3.72,Biocénoses d'algues de type « salissure » infralittorales,4760,A3.72-Biocénoses d'algues de type « salissure » infralittorales
A,A4,Roche et autres substrats durs circalittoraux,583,A4-Roche et autres substrats durs circalittoraux
A,A4.1,Roche circalittorale de l'Atlantique et de la Méditerranée sous fort hydrodynamisme,1617,A4.1-Roche circalittorale de l'Atlantique et de la Méditerranée sous fort hydrodynamisme
A,A4.11,Biocénoses animales sur roche circalittorale fortement soumise aux courants de marée,4764,A4.11-Biocénoses animales sur roche circalittorale fortement soumise aux courants de marée
A,A4.111,<em>Balanus crenatus</em> et <em>Tubularia indivisa</em> sur roche circalittorale extrêmement soumise aux courants de marée,10753,A4.111-<em>Balanus crenatus</em> et <em>Tubularia indivisa</em> sur roche circalittorale extrêmement soumise aux courants de marée
A,A4.112,<em>Tubularia indivisa</em> sur roche circalittorale soumise aux courants de marée,10754,A4.112-<em>Tubularia indivisa</em> sur roche circalittorale soumise aux courants de marée
A,A4.1121,<em>Tubularia indivisa</em> et tapis d'éponges sur roche en place circalittorale soumise aux courants de marée en eau turbide,17525,A4.1121-<em>Tubularia indivisa</em> et tapis d'éponges sur roche en place circalittorale soumise aux courants de marée en eau turbide
A,A4.1122,"<em>Alcyonium digitatum</em>, avec population dense de <em>Tubularia indivisa</em> et anémones, sur roche circalittorale fortement soumise aux courants de marée",17526,"A4.1122-<em>Alcyonium digitatum</em>, avec population dense de <em>Tubularia indivisa</em> et anémones, sur roche circalittorale fortement soumise aux courants de marée"
A,A4.12,Biocénoses à éponges sur roche du circalittoral profond,4770,A4.12-Biocénoses à éponges sur roche du circalittoral profond
A,A4.121,<em>Phakellia ventilabrum</em> et éponges axinellidées sur roche du circalittoral profond exposée aux vagues,10785,A4.121-<em>Phakellia ventilabrum</em> et éponges axinellidées sur roche du circalittoral profond exposée aux vagues
A,A4.13,Tapis de biocénoses animales mixtes sur roche circalittorale,4773,A4.13-Tapis de biocénoses animales mixtes sur roche circalittorale
A,A4.131,Tapis de bryozoaires et d'éponges dressées sur roche circalittorale soumise aux courants de marée,10789,A4.131-Tapis de bryozoaires et d'éponges dressées sur roche circalittorale soumise aux courants de marée
A,A4.1311,<em>Eunicella verrucosa</em> et <em>Pentapora fascialis</em> sur roche circalittorale exposée aux vagues,17529,A4.1311-<em>Eunicella verrucosa</em> et <em>Pentapora fascialis</em> sur roche circalittorale exposée aux vagues
A,A4.1312,"Tapis mixte de bryozoaires et d'éponges dressées, avec <em>Dysidea fragilis</em> et <em>Actinothoe sphyrodeta</em>, sur roche circalittorale soumise aux courants de marée et exposée aux vagues",17532,"A4.1312-Tapis mixte de bryozoaires et d'éponges dressées, avec <em>Dysidea fragilis</em> et <em>Actinothoe sphyrodeta</em>, sur roche circalittorale soumise aux courants de marée et exposée aux vagues"
A,A4.1313,Tapis mixte de bryozoaires et éponges dressées avec <em>Sagartia elegans</em> sur roche circalittorale soumise aux courants de marée,17505,A4.1313-Tapis mixte de bryozoaires et éponges dressées avec <em>Sagartia elegans</em> sur roche circalittorale soumise aux courants de marée
A,A4.132,"<em>Corynactis viridis</em> et tapis mixte de crisiidés, <em>Bugula</em>, <em>Scrupocellaria</em> et <em>Cellaria</em> sur roche circalittorale exposée modérément soumise aux courants de marée",10719,"A4.132-<em>Corynactis viridis</em> et tapis mixte de crisiidés, <em>Bugula</em>, <em>Scrupocellaria</em> et <em>Cellaria</em> sur roche circalittorale exposée modérément soumise aux courants de marée"
A,A4.133,Tapis mixte d'hydraires et grandes ascidies avec <em>Swiftia pallida</em> et <em>Caryophyllia smithii</em> sur roche circalittorale faiblement soumise aux courants de marée,10721,A4.133-Tapis mixte d'hydraires et grandes ascidies avec <em>Swiftia pallida</em> et <em>Caryophyllia smithii</em> sur roche circalittorale faiblement soumise aux courants de marée
A,A4.134,<em>Flustra foliacea</em> et ascidies coloniales sur roche circalittorale soumise aux courants de marée et modérément exposée aux vagues,10724,A4.134-<em>Flustra foliacea</em> et ascidies coloniales sur roche circalittorale soumise aux courants de marée et modérément exposée aux vagues
A,A4.1341,"<em>Polyclinum aurantium</em> et <em>Flustra foliacea</em> sur roche circalittorale abrasée par le sable, soumise aux courants de marée et modérément exposée aux vagues",17524,"A4.1341-<em>Polyclinum aurantium</em> et <em>Flustra foliacea</em> sur roche circalittorale abrasée par le sable, soumise aux courants de marée et modérément exposée aux vagues"
A,A4.1342,"<em>Flustra foliacea</em>, petites ascidies solitaires et coloniales sur roche ou blocs circalittoraux soumis aux courants de marée",17514,"A4.1342-<em>Flustra foliacea</em>, petites ascidies solitaires et coloniales sur roche ou blocs circalittoraux soumis aux courants de marée"
A,A4.1343,<em>Flustra foliacea</em> et ascidies coloniales sur substrat hétérogène circalittoral exposé et soumis aux courants de marée,17520,A4.1343-<em>Flustra foliacea</em> et ascidies coloniales sur substrat hétérogène circalittoral exposé et soumis aux courants de marée
A,A4.135,"Éponges clairsemées, <em>Nemertesia</em> spp. et <em>Alcyonidium diaphanum</em> sur substrat hétérogène circalittoral",10730,"A4.135-Éponges clairsemées, <em>Nemertesia</em> spp. et <em>Alcyonidium diaphanum</em> sur substrat hétérogène circalittoral"
A,A4.136,<em>Suberites</em> spp. avec tapis mixte de crisiidés et <em>Bugula</em> spp. sur roche circalittorale très envasée peu profonde et modérément exposée aux vagues,10731,A4.136-<em>Suberites</em> spp. avec tapis mixte de crisiidés et <em>Bugula</em> spp. sur roche circalittorale très envasée peu profonde et modérément exposée aux vagues
A,A4.137,<em>Flustra foliacea</em> et <em>Haliclona</em> (<em>Haliclona</em>) <em>oculata</em> avec riche tapis faunistique sur substrat hétérogène circalittoral soumis aux courants de marée,10750,A4.137-<em>Flustra foliacea</em> et <em>Haliclona</em> (<em>Haliclona</em>) <em>oculata</em> avec riche tapis faunistique sur substrat hétérogène circalittoral soumis aux courants de marée
A,A4.138,<em>Molgula manhattensis</em> avec tapis d'hydraires et de bryozoaires sur roche circalittorale soumise aux courants de marée et modérément exposée aux vagues,10735,A4.138-<em>Molgula manhattensis</em> avec tapis d'hydraires et de bryozoaires sur roche circalittorale soumise aux courants de marée et modérément exposée aux vagues
A,A4.139,Éponges et anémones sur parois verticales de roche circalittorale,10638,A4.139-Éponges et anémones sur parois verticales de roche circalittorale
A,A4.2,Roche circalittorale de l'Atlantique et de la Méditerranée sous hydrodynamisme modéré,1610,A4.2-Roche circalittorale de l'Atlantique et de la Méditerranée sous hydrodynamisme modéré
A,A4.21,Biocénoses à échinodermes et espèces encroûtantes sur roche circalittorale,4742,A4.21-Biocénoses à échinodermes et espèces encroûtantes sur roche circalittorale
A,A4.211,<em>Caryophyllia smithii</em> et <em>Swiftia pallida</em> sur roche circalittorale,10652,A4.211-<em>Caryophyllia smithii</em> et <em>Swiftia pallida</em> sur roche circalittorale
A,A4.2111,"<em>Caryophyllia smithii</em>, <em>Swiftia pallida</em> et <em>Alcyonium glomeratum</em> sur roche circalittorale abritée",17497,"A4.2111-<em>Caryophyllia smithii</em>, <em>Swiftia pallida</em> et <em>Alcyonium glomeratum</em> sur roche circalittorale abritée"
A,A4.2112,"<em>Caryophyllia smithii</em>, <em>Swiftia pallida</em> et grandes ascidies solitaires sur roche circalittorale exposée ou modérément exposée",17498,"A4.2112-<em>Caryophyllia smithii</em>, <em>Swiftia pallida</em> et grandes ascidies solitaires sur roche circalittorale exposée ou modérément exposée"
A,A4.212,"Biocénoses à <em>Caryophyllia smithii</em>, éponges et espèces encroûtantes, sur roche circalittorale exposée aux vagues",10671,"A4.212-Biocénoses à <em>Caryophyllia smithii</em>, éponges et espèces encroûtantes, sur roche circalittorale exposée aux vagues"
A,A4.2121,"Ophiures sur encroûtements de corallines, <em>Parasmittina trispinosa</em> et <em>Caryophyllia smithii</em> sur roche circalittorale exposée aux vagues",17503,"A4.2121-Ophiures sur encroûtements de corallines, <em>Parasmittina trispinosa</em> et <em>Caryophyllia smithii</em> sur roche circalittorale exposée aux vagues"
A,A4.2122,"Biocénoses à <em>Caryophyllia smithii</em> et éponges avec <em>Pentapora fascialis</em>, <em>Porella compressa</em> et espèces encroûtantes sur roche circalittorale exposée aux vagues",17462,"A4.2122-Biocénoses à <em>Caryophyllia smithii</em> et éponges avec <em>Pentapora fascialis</em>, <em>Porella compressa</em> et espèces encroûtantes sur roche circalittorale exposée aux vagues"
A,A4.213,<em>Urticina felina</em> et faune supportant le sable sur roche circalittorale couverte ou abrasée par le sable,10550,A4.213-<em>Urticina felina</em> et faune supportant le sable sur roche circalittorale couverte ou abrasée par le sable
A,A4.214,Faune et flore encroûtantes sur roche circalittorale exposée à modérément exposée aux vagues,10551,A4.214-Faune et flore encroûtantes sur roche circalittorale exposée à modérément exposée aux vagues
A,A4.2141,<em>Flustra foliacea</em> sur roche circalittorale envasée légèrement abrasée,17468,A4.2141-<em>Flustra foliacea</em> sur roche circalittorale envasée légèrement abrasée
A,A4.2142,"<em>Alcyonium digitatum</em>, <em>Spirobranchus triqueter</em> (anciennement <em>Pomatoceros triqueter</em>), algues et bryozoaires encroûtants sur roche circalittorale exposée aux vagues",17470,"A4.2142-<em>Alcyonium digitatum</em>, <em>Spirobranchus triqueter</em> (anciennement <em>Pomatoceros triqueter</em>), algues et bryozoaires encroûtants sur roche circalittorale exposée aux vagues"
A,A4.2143,<em>Alcyonium digitatum</em> avec <em>Securiflustra securifrons</em> sur roche circalittorale soumise aux courants de marée et modérément exposée aux vagues,17471,A4.2143-<em>Alcyonium digitatum</em> avec <em>Securiflustra securifrons</em> sur roche circalittorale soumise aux courants de marée et modérément exposée aux vagues
A,A4.2144,Ophiures sur faune et flore encroûtantes de la roche circalittorale exposée à modérément exposée aux vagues,17474,A4.2144-Ophiures sur faune et flore encroûtantes de la roche circalittorale exposée à modérément exposée aux vagues
