CD_NOM,FAMILLE,NOM_VALIDE
190267,Theaceae,Camellia
87593,Theaceae,Camellia x vernalis
87594,Theaceae,Camellia x williamsii
87587,Theaceae,Camellia japonica
87589,Theaceae,Camellia saluenensis
87590,Theaceae,Camellia sasanqua
705999,Theaceae,Camellia sinensis
97335,Escalloniaceae,Escallonia illinita
97344,Escalloniaceae,Escallonia x langleyensis
97345,Escalloniaceae,Escallonia x rigida
97336,Escalloniaceae,Escallonia laevis
97341,Escalloniaceae,Escallonia rubra
146559,Escalloniaceae,Escallonia rubra var. rubra
146558,Escalloniaceae,Escallonia rubra var. macrantha
97342,Escalloniaceae,Escallonia virgata
705258,Escalloniaceae,Forgesia
706303,Escalloniaceae,Forgesia racemosa
673593,Escalloniaceae,Polyosma brachystachys
673594,Escalloniaceae,Polyosma discolor
921576,Escalloniaceae,Polyosma kouaouana
673595,Escalloniaceae,Polyosma leratii
674311,Escalloniaceae,Polyosma pancheriana
673597,Escalloniaceae,Polyosma spicata
921607,Escalloniaceae,Polyosma subintegrifolia
844028,Fabaceae,Erythrostemon
97331,Fabaceae,Erythrostemon gilliesii
673679,Fabaceae,Mezoneuron baudouinii
830182,Fabaceae,Mezoneuron ouenensis
830183,Fabaceae,Mezoneuron rubiginosum
830184,Fabaceae,Mezoneuron schlechteri
190382,Fabaceae,Cassia
670861,Fabaceae,Cassia artensis
89289,Fabaceae,Cassia corymbosa
741328,Fabaceae,Cassia cowanii var. cowanii
741335,Fabaceae,Chamaecrista desvauxii var. saxatilis
629309,Fabaceae,Chamaecrista obcordata
447034,Fabaceae,Senna obtusifolia
190501,Fabaceae,Ceratonia
447038,Fabaceae,Ceratonia siliqua
192808,Fabaceae,Gleditsia
100330,Fabaceae,Gleditsia triacanthos
445540,Fabaceae,Parkinsonia
447044,Fabaceae,Parkinsonia aculeata
733812,Fabaceae,Abarema curvicarpa
741431,Fabaceae,Abarema curvicarpa var. curvicarpa
733813,Fabaceae,Abarema gallorum
188680,Fabaceae,Acacia
79687,Fabaceae,Acacia baileyana
79689,Fabaceae,Acacia cultriformis
717047,Fabaceae,Acacia cyclops
79691,Fabaceae,Acacia dealbata
79692,Fabaceae,Acacia decurrens
705753,Fabaceae,Acacia heterophylla
79698,Fabaceae,Acacia longifolia
956657,Fabaceae,Acacia longifolia subsp. longifolia
956655,Fabaceae,Acacia longifolia subsp. sophorae
79700,Fabaceae,Acacia mearnsii
79701,Fabaceae,Acacia melanoxylon
717048,Fabaceae,Acacia paradoxa
79704,Fabaceae,Acacia pravissima
79706,Fabaceae,Acacia pycnantha
79707,Fabaceae,Acacia retinodes
79708,Fabaceae,Acacia riceana
79709,Fabaceae,Acacia salicina
79710,Fabaceae,Acacia saligna
79711,Fabaceae,Acacia verticillata
188931,Fabaceae,Albizia
671176,Fabaceae,Albizia guillainii
447347,Fabaceae,Albizia julibrissin
674489,Fabaceae,Archidendropsis fournieri
674587,Fabaceae,Archidendropsis fournieri var. auriculata
674526,Fabaceae,Archidendropsis fournieri var. fournieri
673228,Fabaceae,Archidendropsis fulgens
673229,Fabaceae,Archidendropsis glandulosa
673230,Fabaceae,Archidendropsis granulosa
673231,Fabaceae,Archidendropsis lentiscifolia
674027,Fabaceae,Archidendropsis macradenia
674391,Fabaceae,Archidendropsis paivana
674529,Fabaceae,Archidendropsis paivana subsp. paivana
674527,Fabaceae,Archidendropsis paivana subsp. balansae
674528,Fabaceae,Archidendropsis paivana subsp. tenuispica
674028,Fabaceae,Archidendropsis streptocarpa
733818,Fabaceae,Calliandra hymenaeodes
629234,Fabaceae,Calliandra purpurea
733823,Fabaceae,Enterolobium oldemanii
733840,Fabaceae,Inga fanchoniana
733842,Fabaceae,Inga flagelliformis
629909,Fabaceae,Inga martinicensis
779685,Fabaceae,Inga mitaraka
733857,Fabaceae,Inga nouragensis
733865,Fabaceae,Inga retinocarpa
916961,Fabaceae,Inga sastreana
733883,Fabaceae,Macrosamanea kegelii
630221,Fabaceae,Neptunia plena
195812,Fabaceae,Paraserianthes
112401,Fabaceae,Paraserianthes lophantha
984278,Fabaceae,Paraserianthes lophantha subsp. lophantha
733901,Fabaceae,Piptadenia floribunda
844040,Fabaceae,Senegalia tenuifolia var. producta
672297,Fabaceae,Serianthes calycina
673233,Fabaceae,Serianthes calycina var. calycina
673232,Fabaceae,Serianthes calycina var. kaalensis
671966,Fabaceae,Serianthes germainii
671177,Fabaceae,Serianthes lifouensis
671178,Fabaceae,Serianthes margaretiae
447361,Fabaceae,Serianthes myriadenia
671967,Fabaceae,Serianthes petitiana
447362,Fabaceae,Serianthes rurutensis
672395,Fabaceae,Serianthes sachetae
733906,Fabaceae,Stryphnodendron moricolor
639349,Fabaceae,Vachellia
128357,Fabaceae,Vachellia farnesiana
835510,Fabaceae,Vachellia karroo
733914,Fabaceae,Zygia sabatieri
733915,Fabaceae,Zygia tetragona
733613,Fabaceae,Bauhinia richardiana
190514,Fabaceae,Cercis
160956,Fabaceae,Cercis canadensis
160957,Fabaceae,Cercis canadensis var. canadensis
160959,Fabaceae,Cercis canadensis var. mexicana
160958,Fabaceae,Cercis canadensis var. texensis
160952,Fabaceae,Cercis occidentalis
90234,Fabaceae,Cercis siliquastrum
845186,Fabaceae,Schnella kunthiana
845182,Fabaceae,Schnella poiteauana
916600,Fabaceae,Crudia aromatica
916436,Fabaceae,Crudia spicata
807283,Fabaceae,Cynometra floretii
733636,Fabaceae,Cynometra hostmanniana
807284,Fabaceae,Cynometra mayottensis
733637,Fabaceae,Cynometra parvifolia
733643,Fabaceae,Elizabetha princeps
733656,Fabaceae,Macrolobium guianense
845430,Fabaceae,Macrolobium longeracemosum
733662,Fabaceae,Paloue guianensis
733663,Fabaceae,Paloue riparia
916778,Fabaceae,Copaifera epunctata
733629,Fabaceae,Copaifera guyanensis
733645,Fabaceae,Eperua falcata
733646,Fabaceae,Eperua grandiflora
740679,Fabaceae,Eperua grandiflora subsp. grandiflora
733648,Fabaceae,Eperua rubiginosa
741349,Fabaceae,Eperua rubiginosa var. rubiginosa
673794,Fabaceae,Storckiella neocaledonica
674403,Fabaceae,Storckiella pancheri
674511,Fabaceae,Storckiella pancheri subsp. pancheri
674574,Fabaceae,Storckiella pancheri subsp. acuta
189061,Fabaceae,Amorpha
82164,Fabaceae,Amorpha fruticosa
733689,Fabaceae,Andira coriacea
629070,Fabaceae,Andira inermis
733688,Fabaceae,Alexa wachenheimii
741382,Fabaceae,Clitoria sagotii var. sagotii
447156,Fabaceae,Aeschynomene indica
611649,Fabaceae,Arachis hypogaea
807293,Fabaceae,Dalbergia comorensis
929183,Fabaceae,Nissolia vincentina
607003,Fabaceae,Tipuana
611617,Fabaceae,Tipuana tipu
733746,Fabaceae,Monopteryx inpae
199015,Fabaceae,+ Laburnocytisus
162468,Fabaceae,+ Laburnocytisus adamii
188818,Fabaceae,Adenocarpus
80155,Fabaceae,Adenocarpus complicatus
130820,Fabaceae,Adenocarpus complicatus subsp. complicatus
612383,Fabaceae,Adenocarpus complicatus subsp. complicatus x Adenocarpus complicatus subsp. parvifolius
130823,Fabaceae,Adenocarpus complicatus subsp. parvifolius
80162,Fabaceae,Adenocarpus telonensis
189445,Fabaceae,Argyrolobium
83722,Fabaceae,Argyrolobium zanonii
191507,Fabaceae,Cytisophyllum
94092,Fabaceae,Cytisophyllum sessilifolium
940778,Fabaceae,Cytisus
94098,Fabaceae,Cytisus arboreus
94099,Fabaceae,Cytisus ardoinoi
810956,Fabaceae,Cytisus ardoinoi subsp. ardoinoi
810955,Fabaceae,Cytisus ardoinoi subsp. sauzeanus
94106,Fabaceae,Cytisus cantabricus
94111,Fabaceae,Cytisus decumbens
94114,Fabaceae,Cytisus elongatus
94123,Fabaceae,Cytisus hirsutus
717159,Fabaceae,Cytisus infestus
94180,Fabaceae,Cytisus x beanii
94182,Fabaceae,Cytisus x dallimorei
94184,Fabaceae,Cytisus x kewensis
94185,Fabaceae,Cytisus x praecox
792094,Fabaceae,Cytisus laniger
94136,Fabaceae,Cytisus lotoides
159623,Fabaceae,Cytisus malacitanus
94142,Fabaceae,Cytisus multiflorus
94144,Fabaceae,Cytisus nigricans
133642,Fabaceae,Cytisus nigricans subsp. nigricans
94145,Fabaceae,Cytisus oromediterraneus
94153,Fabaceae,Cytisus polytrichus
159624,Fabaceae,Cytisus ratisbonensis
94164,Fabaceae,Cytisus scoparius
133646,Fabaceae,Cytisus scoparius subsp. scoparius
133645,Fabaceae,Cytisus scoparius subsp. maritimus
810909,Fabaceae,Cytisus scoparius subsp. reverchonii
94167,Fabaceae,Cytisus spinosus
94168,Fabaceae,Cytisus striatus
133648,Fabaceae,Cytisus striatus subsp. striatus
94174,Fabaceae,Cytisus triflorus
94177,Fabaceae,Cytisus villosus
948715,Fabaceae,Erinacea
96829,Fabaceae,Erinacea anthyllis
134224,Fabaceae,Erinacea anthyllis subsp. anthyllis
192748,Fabaceae,Genista
99716,Fabaceae,Genista aetnensis
911064,Fabaceae,Genista aetnensis subsp. fraisseorum
99721,Fabaceae,Genista anglica
99728,Fabaceae,Genista ausetana
611250,Fabaceae,Genista cinerea x Genista lobelii
611251,Fabaceae,Genista cinerea x Genista pulchella
611252,Fabaceae,Genista cinerea x Genista scorpius
99735,Fabaceae,Genista cinerea
99736,Fabaceae,Genista corsica
99741,Fabaceae,Genista delphinensis
99748,Fabaceae,Genista ephedroides
968161,Fabaceae,Genista ferox
99753,Fabaceae,Genista florida
99754,Fabaceae,Genista germanica
99761,Fabaceae,Genista hispanica
134976,Fabaceae,Genista hispanica subsp. hispanica
134977,Fabaceae,Genista hispanica subsp. occidentalis
99763,Fabaceae,Genista horrida
99837,Fabaceae,Genista x fritschii
99842,Fabaceae,Genista x martinii
717210,Fabaceae,Genista x spachiana
99843,Fabaceae,Genista x uribe-echebarriae
160433,Fabaceae,Genista januensis
719243,Fabaceae,Genista januensis subsp. lydia
611247,Fabaceae,Genista linifolia x Genista monspessulana
99776,Fabaceae,Genista linifolia
611253,Fabaceae,Genista lobelii x Genista pulchella subsp. villarsiana
611248,Fabaceae,Genista lobelii x Genista pulchella
99777,Fabaceae,Genista lobelii
99784,Fabaceae,Genista monosperma
99785,Fabaceae,Genista monspessulana
99789,Fabaceae,Genista numidica
99798,Fabaceae,Genista pilosa
134984,Fabaceae,Genista pilosa subsp. pilosa
892194,Fabaceae,Genista pilosa subsp. cebennensis
134982,Fabaceae,Genista pilosa subsp. jordanii
892200,Fabaceae,Genista provincialis
99805,Fabaceae,Genista pulchella
99808,Fabaceae,Genista radiata
99810,Fabaceae,Genista sagittalis
99812,Fabaceae,Genista salzmannii
99815,Fabaceae,Genista scorpius
717209,Fabaceae,Genista sphaerocarpa
969524,Fabaceae,Genista thyrrena
969526,Fabaceae,Genista thyrrena subsp. pontiana
99828,Fabaceae,Genista tinctoria
193767,Fabaceae,Laburnum
104715,Fabaceae,Laburnum alpinum
104716,Fabaceae,Laburnum anagyroides
104723,Fabaceae,Laburnum x watereri
194315,Fabaceae,Lupinus
106765,Fabaceae,Lupinus albus
137471,Fabaceae,Lupinus albus subsp. albus
106766,Fabaceae,Lupinus angustifolius
106767,Fabaceae,Lupinus arboreus
106768,Fabaceae,Lupinus cosentinii
106800,Fabaceae,Lupinus x regalis
106780,Fabaceae,Lupinus luteus
106784,Fabaceae,Lupinus micranthus
610902,Fabaceae,Lupinus nootkatensis
106786,Fabaceae,Lupinus perennis
717789,Fabaceae,Lupinus pilosus
106789,Fabaceae,Lupinus polyphyllus
197778,Fabaceae,Spartium
124453,Fabaceae,Spartium junceum
198787,Fabaceae,Ulex
128110,Fabaceae,Ulex breoganii
611312,Fabaceae,Ulex europaeus x Ulex gallii
128114,Fabaceae,Ulex europaeus
142020,Fabaceae,Ulex europaeus subsp. europaeus
142022,Fabaceae,Ulex europaeus subsp. latebracteatus
128116,Fabaceae,Ulex gallii
611313,Fabaceae,Ulex x lagrezei
128123,Fabaceae,Ulex minor
128127,Fabaceae,Ulex parviflorus
142027,Fabaceae,Ulex parviflorus subsp. parviflorus
192850,Fabaceae,Glycyrrhiza
717214,Fabaceae,Glycyrrhiza echinata
100427,Fabaceae,Glycyrrhiza glabra
967568,Fabaceae,Alhagi
967569,Fabaceae,Alhagi maurorum
189578,Fabaceae,Astragalus
84790,Fabaceae,Astragalus alopecuroides
131900,Fabaceae,Astragalus alopecuroides subsp. alopecuroides
84791,Fabaceae,Astragalus alopecurus
84792,Fabaceae,Astragalus alpinus
131902,Fabaceae,Astragalus alpinus subsp. alpinus
610849,Fabaceae,Astragalus ankylotus
1002326,Fabaceae,Astragalus arvetii
717091,Fabaceae,Astragalus asterias
84800,Fabaceae,Astragalus australis
84801,Fabaceae,Astragalus austriacus
84802,Fabaceae,Astragalus baionensis
84805,Fabaceae,Astragalus boeticus
789028,Fabaceae,Astragalus boeticus var. boeticus
144032,Fabaceae,Astragalus boeticus var. subinflatus
84817,Fabaceae,Astragalus cicer
717092,Fabaceae,Astragalus crenatus
84828,Fabaceae,Astragalus danicus
84831,Fabaceae,Astragalus depressus
84834,Fabaceae,Astragalus echinatus
84836,Fabaceae,Astragalus exscapus
84839,Fabaceae,Astragalus frigidus
84840,Fabaceae,Astragalus genargenteus
84842,Fabaceae,Astragalus glaux
84843,Fabaceae,Astragalus glycyphyllos
621536,Fabaceae,Astragalus greuteri
84846,Fabaceae,Astragalus hamosus
84852,Fabaceae,Astragalus hypoglottis
131914,Fabaceae,Astragalus hypoglottis subsp. hypoglottis
131913,Fabaceae,Astragalus hypoglottis subsp. gremlii
84853,Fabaceae,Astragalus incanus
131915,Fabaceae,Astragalus incanus subsp. incanus
84926,Fabaceae,Astragalus x murrii
610851,Fabaceae,Astragalus juvenalis
84859,Fabaceae,Astragalus leontinus
610848,Fabaceae,Astragalus leptocarpus
84869,Fabaceae,Astragalus monspessulanus
131916,Fabaceae,Astragalus monspessulanus subsp. monspessulanus
84875,Fabaceae,Astragalus odoratus
84876,Fabaceae,Astragalus onobrychis
84882,Fabaceae,Astragalus penduliflorus
84895,Fabaceae,Astragalus scorpioides
84897,Fabaceae,Astragalus sempervirens
131928,Fabaceae,Astragalus sempervirens subsp. sempervirens
131926,Fabaceae,Astragalus sempervirens subsp. catalaunicus
84900,Fabaceae,Astragalus sesameus
159555,Fabaceae,Astragalus sirinicus
84904,Fabaceae,Astragalus stella
84909,Fabaceae,Astragalus terraccianoi
84910,Fabaceae,Astragalus tragacantha
610850,Fabaceae,Astragalus tribuloides
84920,Fabaceae,Astragalus vesicarius
131930,Fabaceae,Astragalus vesicarius subsp. vesicarius
131929,Fabaceae,Astragalus vesicarius subsp. pastellianus
189884,Fabaceae,Biserrula
788879,Fabaceae,Biserrula epiglottis
86073,Fabaceae,Biserrula pelecinus
788969,Fabaceae,Biserrula pelecinus subsp. pelecinus
190330,Fabaceae,Caragana
87881,Fabaceae,Caragana arborescens
87883,Fabaceae,Caragana frutex
190821,Fabaceae,Cicer
91136,Fabaceae,Cicer arietinum
191061,Fabaceae,Colutea
92196,Fabaceae,Colutea arborescens
92198,Fabaceae,Colutea brevialata
92204,Fabaceae,Colutea x media
92203,Fabaceae,Colutea orientalis
788753,Fabaceae,Ervilia
97084,Fabaceae,Ervilia hirsuta
788868,Fabaceae,Ervilia loiseleurii
97085,Fabaceae,Ervilia monanthos
97088,Fabaceae,Ervilia sativa
788869,Fabaceae,Ervilia sylvatica
446741,Fabaceae,Ervum
97101,Fabaceae,Ervum gracile
97116,Fabaceae,Ervum pubescens
97128,Fabaceae,Ervum tetraspermum
192674,Fabaceae,Galega
99260,Fabaceae,Galega officinalis
99261,Fabaceae,Galega orientalis
193121,Fabaceae,Hedysarum
100824,Fabaceae,Hedysarum boutignyanum
100825,Fabaceae,Hedysarum boveanum
135158,Fabaceae,Hedysarum boveanum subsp. europaeum
100827,Fabaceae,Hedysarum brigantiacum
611199,Fabaceae,Hedysarum carnosum
100834,Fabaceae,Hedysarum coronarium
100838,Fabaceae,Hedysarum glomeratum
100839,Fabaceae,Hedysarum hedysaroides
162636,Fabaceae,Hedysarum humile
100851,Fabaceae,Hedysarum spinosissimum
193884,Fabaceae,Lathyrus
105154,Fabaceae,Lathyrus amphicarpos
105159,Fabaceae,Lathyrus angulatus
105161,Fabaceae,Lathyrus annuus
105162,Fabaceae,Lathyrus aphaca
105168,Fabaceae,Lathyrus bauhinii
105175,Fabaceae,Lathyrus cicera
105177,Fabaceae,Lathyrus cirrhosus
105178,Fabaceae,Lathyrus clymenum
105189,Fabaceae,Lathyrus filiformis
717288,Fabaceae,Lathyrus gorgonei
105197,Fabaceae,Lathyrus grandiflorus
105199,Fabaceae,Lathyrus heterophyllus
105201,Fabaceae,Lathyrus hirsutus
105204,Fabaceae,Lathyrus inconspicuus
611008,Fabaceae,Lathyrus incurvus
105285,Fabaceae,Lathyrus x tournefortii
105206,Fabaceae,Lathyrus japonicus
137118,Fabaceae,Lathyrus japonicus subsp. maritimus
105211,Fabaceae,Lathyrus latifolius
148086,Fabaceae,Lathyrus latifolius var. latifolius
148085,Fabaceae,Lathyrus latifolius var. ensifolius
105214,Fabaceae,Lathyrus linifolius
105230,Fabaceae,Lathyrus niger
137134,Fabaceae,Lathyrus niger subsp. niger
613540,Fabaceae,Lathyrus niger var. niger
148091,Fabaceae,Lathyrus niger var. angustifolius
137133,Fabaceae,Lathyrus niger subsp. jordanii
105232,Fabaceae,Lathyrus nissolia
613131,Fabaceae,Lathyrus nissolia var. nissolia
613541,Fabaceae,Lathyrus nissolia var. glabrescens
611007,Fabaceae,Lathyrus nudicaulis
611009,Fabaceae,Lathyrus ochraceus
105236,Fabaceae,Lathyrus ochrus
105237,Fabaceae,Lathyrus odoratus
105239,Fabaceae,Lathyrus palustris
137139,Fabaceae,Lathyrus palustris subsp. palustris
105241,Fabaceae,Lathyrus pannonicus
892201,Fabaceae,Lathyrus pannonicus var. pannonicus
811241,Fabaceae,Lathyrus pannonicus var. asphodeloides
105247,Fabaceae,Lathyrus pratensis
105256,Fabaceae,Lathyrus sativus
105260,Fabaceae,Lathyrus setifolius
105261,Fabaceae,Lathyrus sphaericus
105266,Fabaceae,Lathyrus sylvestris
105271,Fabaceae,Lathyrus tingitanus
105273,Fabaceae,Lathyrus tuberosus
105279,Fabaceae,Lathyrus venetus
105280,Fabaceae,Lathyrus vernus
105284,Fabaceae,Lathyrus vivantii
194515,Fabaceae,Medicago
107574,Fabaceae,Medicago arabica
107575,Fabaceae,Medicago arborea
717793,Fabaceae,Medicago astroides
611028,Fabaceae,Medicago blancheana
107588,Fabaceae,Medicago ciliaris
107595,Fabaceae,Medicago coronata
107605,Fabaceae,Medicago disciformis
107606,Fabaceae,Medicago doliata
611026,Fabaceae,Medicago globosa
107623,Fabaceae,Medicago granadensis
107629,Fabaceae,Medicago hybrida
107632,Fabaceae,Medicago intertexta
1002107,Fabaceae,Medicago italica x Medicago littoralis
107635,Fabaceae,Medicago italica
107748,Fabaceae,Medicago x casellasii
107755,Fabaceae,Medicago x sabulensis
107639,Fabaceae,Medicago laciniata
923254,Fabaceae,Medicago laciniata subsp. laciniata
137627,Fabaceae,Medicago laciniata subsp. brevispina
107647,Fabaceae,Medicago littoralis
107649,Fabaceae,Medicago lupulina
148552,Fabaceae,Medicago lupulina var. lupulina
148553,Fabaceae,Medicago lupulina var. willdenowiana
107654,Fabaceae,Medicago marina
107658,Fabaceae,Medicago minima
107660,Fabaceae,Medicago monantha
107662,Fabaceae,Medicago monspeliaca
107665,Fabaceae,Medicago murex
137648,Fabaceae,Medicago murex subsp. sphaerocarpos
718380,Fabaceae,Medicago murex subsp. murex
107669,Fabaceae,Medicago muricoleptis
107677,Fabaceae,Medicago orbicularis
148576,Fabaceae,Medicago orbicularis var. orbicularis
154439,Fabaceae,Medicago orbicularis var. castellana
789025,Fabaceae,Medicago orbicularis var. glandulosa
717794,Fabaceae,Medicago phrygia
107688,Fabaceae,Medicago polyceratia
107689,Fabaceae,Medicago polymorpha
107692,Fabaceae,Medicago praecox
107701,Fabaceae,Medicago radiata
107706,Fabaceae,Medicago rigidula
107710,Fabaceae,Medicago rugosa
107711,Fabaceae,Medicago sativa
137673,Fabaceae,Medicago sativa subsp. sativa
137671,Fabaceae,Medicago sativa nothosubsp. media
137666,Fabaceae,Medicago sativa subsp. falcata
137672,Fabaceae,Medicago sativa subsp. glomerata x Medicago sativa subsp. sativa
137668,Fabaceae,Medicago sativa subsp. glomerata
107712,Fabaceae,Medicago scutellata
107713,Fabaceae,Medicago secundiflora
107717,Fabaceae,Medicago soleirolii
107725,Fabaceae,Medicago suffruticosa
107728,Fabaceae,Medicago tenoreana
107739,Fabaceae,Medicago truncatula
107742,Fabaceae,Medicago turbinata
194590,Fabaceae,Melilotus
107886,Fabaceae,Melilotus albus
107887,Fabaceae,Melilotus altissimus
107905,Fabaceae,Melilotus elegans
107914,Fabaceae,Melilotus indicus
107915,Fabaceae,Melilotus infestus
107917,Fabaceae,Melilotus italicus
107973,Fabaceae,Melilotus x haussknechtianus
107974,Fabaceae,Melilotus x schoenheitianus
107975,Fabaceae,Melilotus x scythicus
107936,Fabaceae,Melilotus messanensis
107942,Fabaceae,Melilotus officinalis
107963,Fabaceae,Melilotus segetalis
717308,Fabaceae,Melilotus speciosus
107965,Fabaceae,Melilotus spicatus
107967,Fabaceae,Melilotus sulcatus
107972,Fabaceae,Melilotus wolgicus
193602,Fabaceae,Indigofera
706415,Fabaceae,Indigofera ammoxylum
921608,Fabaceae,Indigofera dumbeana
103584,Fabaceae,Indigofera heterantha
921580,Fabaceae,Indigofera monierana
939386,Fabaceae,Onobrychis
110103,Fabaceae,Onobrychis aequidentata
110108,Fabaceae,Onobrychis arenaria
138166,Fabaceae,Onobrychis arenaria subsp. arenaria
159746,Fabaceae,Onobrychis argentea
110110,Fabaceae,Onobrychis caput-galli
110114,Fabaceae,Onobrychis crista-galli
110142,Fabaceae,Onobrychis x versurarum
110124,Fabaceae,Onobrychis montana
110126,Fabaceae,Onobrychis pyrenaica
110129,Fabaceae,Onobrychis saxatilis
995306,Fabaceae,Onobrychis squarrosa
110134,Fabaceae,Onobrychis supina
110139,Fabaceae,Onobrychis viciifolia
195452,Fabaceae,Ononis
110153,Fabaceae,Ononis alopecuroides
138177,Fabaceae,Ononis alopecuroides subsp. alopecuroides
138178,Fabaceae,Ononis alopecuroides subsp. exalopecuroides
110162,Fabaceae,Ononis aragonensis
110165,Fabaceae,Ononis arvensis
788964,Fabaceae,Ononis arvensis subsp. arvensis
110171,Fabaceae,Ononis breviflora
110181,Fabaceae,Ononis cristata
110185,Fabaceae,Ononis diffusa
110190,Fabaceae,Ononis fruticosa
110205,Fabaceae,Ononis minutissima
110207,Fabaceae,Ononis mitissima
110211,Fabaceae,Ononis natrix
138189,Fabaceae,Ononis natrix subsp. natrix
110212,Fabaceae,Ononis ornithopodioides
110218,Fabaceae,Ononis pubescens
110221,Fabaceae,Ononis pusilla
923255,Fabaceae,Ononis pusilla subsp. pusilla
110225,Fabaceae,Ononis ramosissima
110226,Fabaceae,Ononis reclinata
999205,Fabaceae,Ononis rosea
110230,Fabaceae,Ononis rotundifolia
110236,Fabaceae,Ononis spinosa
138213,Fabaceae,Ononis spinosa subsp. spinosa
612524,Fabaceae,Ononis spinosa nothosubsp. pseudohircina
138206,Fabaceae,Ononis spinosa subsp. antiquorum
138207,Fabaceae,Ononis spinosa subsp. austriaca
138212,Fabaceae,Ononis spinosa subsp. procurrens
110237,Fabaceae,Ononis striata
110239,Fabaceae,Ononis variegata
110241,Fabaceae,Ononis viscosa
138215,Fabaceae,Ononis viscosa subsp. viscosa
195631,Fabaceae,Oxytropis
111972,Fabaceae,Oxytropis amethystea
111974,Fabaceae,Oxytropis campestris
138506,Fabaceae,Oxytropis campestris subsp. campestris
111976,Fabaceae,Oxytropis fetida
111977,Fabaceae,Oxytropis foucaudii
111980,Fabaceae,Oxytropis halleri
111981,Fabaceae,Oxytropis helvetica
112002,Fabaceae,Oxytropis x carinthiaca
112003,Fabaceae,Oxytropis x hybridus
111986,Fabaceae,Oxytropis jacquinii
111987,Fabaceae,Oxytropis lapponica
111992,Fabaceae,Oxytropis neglecta
111996,Fabaceae,Oxytropis pilosa
717363,Fabaceae,Oxytropis xerophila
196319,Fabaceae,Pisum
113778,Fabaceae,Pisum sativum
138869,Fabaceae,Pisum sativum subsp. sativum
138865,Fabaceae,Pisum sativum subsp. biflorum
198631,Fabaceae,Trifolium
159942,Fabaceae,Trifolium alexandrinum
127216,Fabaceae,Trifolium alpestre
127219,Fabaceae,Trifolium alpinum
127222,Fabaceae,Trifolium angulatum
127223,Fabaceae,Trifolium angustifolium
127226,Fabaceae,Trifolium argutum
127230,Fabaceae,Trifolium arvense
141838,Fabaceae,Trifolium arvense var. arvense
152163,Fabaceae,Trifolium arvense var. gracile
127233,Fabaceae,Trifolium aureum
127237,Fabaceae,Trifolium badium
608822,Fabaceae,Trifolium bocconei
718792,Fabaceae,Trifolium bocconei var. bocconei
718793,Fabaceae,Trifolium bocconei var. tenuifolium
717671,Fabaceae,Trifolium boissieri
127259,Fabaceae,Trifolium campestre
127266,Fabaceae,Trifolium cernuum
127269,Fabaceae,Trifolium cherleri
127272,Fabaceae,Trifolium cinctum
127274,Fabaceae,Trifolium clusii
717672,Fabaceae,Trifolium clypeatum
127281,Fabaceae,Trifolium constantinopolitanum
127288,Fabaceae,Trifolium daveauanum
127291,Fabaceae,Trifolium diffusum
127294,Fabaceae,Trifolium dubium
127295,Fabaceae,Trifolium echinatum
127314,Fabaceae,Trifolium fragiferum
717673,Fabaceae,Trifolium globosum
127326,Fabaceae,Trifolium glomeratum
717674,Fabaceae,Trifolium grandiflorum
127333,Fabaceae,Trifolium hirtum
127337,Fabaceae,Trifolium hybridum
141860,Fabaceae,Trifolium hybridum var. hybridum
620954,Fabaceae,Trifolium hybridum var. elegans
127340,Fabaceae,Trifolium incarnatum
141861,Fabaceae,Trifolium incarnatum var. incarnatum
152182,Fabaceae,Trifolium incarnatum var. molinerii
127342,Fabaceae,Trifolium infamia-ponertii
127349,Fabaceae,Trifolium isthmocarpum
127520,Fabaceae,Trifolium x adulterinum
127521,Fabaceae,Trifolium x bertrandii
127522,Fabaceae,Trifolium x cassium
127525,Fabaceae,Trifolium x neyrautii
127526,Fabaceae,Trifolium x permixtum
127528,Fabaceae,Trifolium x retyezaticum
127530,Fabaceae,Trifolium x schwarzii
127531,Fabaceae,Trifolium x traplii
127352,Fabaceae,Trifolium julianii
127361,Fabaceae,Trifolium lappaceum
717675,Fabaceae,Trifolium latinum
127362,Fabaceae,Trifolium leucanthum
127364,Fabaceae,Trifolium ligusticum
717676,Fabaceae,Trifolium lineare
127382,Fabaceae,Trifolium medium
141872,Fabaceae,Trifolium medium subsp. medium
127386,Fabaceae,Trifolium michelianum
127387,Fabaceae,Trifolium micranthum
127395,Fabaceae,Trifolium montanum
141876,Fabaceae,Trifolium montanum subsp. montanum
141875,Fabaceae,Trifolium montanum subsp. gayanum
717677,Fabaceae,Trifolium mutabile
127402,Fabaceae,Trifolium nigrescens
141878,Fabaceae,Trifolium nigrescens subsp. nigrescens
127411,Fabaceae,Trifolium occidentale
127412,Fabaceae,Trifolium ochroleucon
127416,Fabaceae,Trifolium ornithopodioides
127419,Fabaceae,Trifolium pallescens
127421,Fabaceae,Trifolium pallidum
127423,Fabaceae,Trifolium pannonicum
127429,Fabaceae,Trifolium patens
127436,Fabaceae,Trifolium phleoides
127439,Fabaceae,Trifolium pratense
152218,Fabaceae,Trifolium pratense var. pratense
152208,Fabaceae,Trifolium pratense var. maritimum
152213,Fabaceae,Trifolium pratense var. sativum
152216,Fabaceae,Trifolium pratense var. villosum
127451,Fabaceae,Trifolium purpureum
